_id;gml_id;aasqa;date_maj;partition_field;lib_pol;lib_zone;etat;date_ech;date_dif;code_zone;code_pol
65dff685a44b3486ecfbe151;3471680;84;2024/02/28 14:37:05.299+01;842024w2;PM10;Puy-de-Dôme;ALERTE SUR PERSISTANCE;13/01/2024;12/01/2024;2018;5
65dff685a44b3486ecfbe152;3471692;84;2024/02/28 14:37:05.299+01;842024w2;PM10;Puy-de-Dôme;ALERTE SUR PERSISTANCE;14/01/2024;12/01/2024;2018;5
65dff685a44b3486ecfbe153;3471694;84;2024/02/28 14:37:05.299+01;842024w2;PM10;Puy-de-Dôme;ALERTE SUR PERSISTANCE;14/01/2024;12/01/2024;2018;5
65dff6bda44b3486ecfbe154;3471470;84;2024/02/28 14:37:05.299+01;842023w6;PM10;Allier;ALERTE SUR PERSISTANCE;09/02/2023;08/02/2023;2020;5
65dff6bda44b3486ecfbe155;3471479;84;2024/02/28 14:37:05.299+01;842023w6;PM10;Allier;ALERTE SUR PERSISTANCE;10/02/2023;09/02/2023;2020;5
65dff6bda44b3486ecfbe156;3471481;84;2024/02/28 14:37:05.299+01;842023w6;PM10;Allier;ALERTE SUR PERSISTANCE;10/02/2023;08/02/2023;2020;5
65dff6bda44b3486ecfbe157;3471487;84;2024/02/28 14:37:05.299+01;842023w6;PM10;Allier;ALERTE SUR PERSISTANCE;11/02/2023;10/02/2023;2020;5
65dff6bda44b3486ecfbe158;3471489;84;2024/02/28 14:37:05.299+01;842023w6;PM10;Allier;ALERTE SUR PERSISTANCE;11/02/2023;09/02/2023;2020;5
65dff6bda44b3486ecfbe159;3471497;84;2024/02/28 14:37:05.299+01;842023w6;PM10;Allier;ALERTE SUR PERSISTANCE;12/02/2023;10/02/2023;2020;5
65dff6bda44b3486ecfbe15a;3471544;84;2024/02/28 14:37:05.299+01;842023w9;PM10;Allier;INFORMATION ET RECOMMANDATION;03/03/2023;02/03/2023;2020;5
65dff6bda44b3486ecfbe15b;3471554;84;2024/02/28 14:37:05.299+01;842023w9;PM10;Allier;INFORMATION ET RECOMMANDATION;04/03/2023;02/03/2023;2020;5
65dff6bda44b3486ecfbe15c;3471560;84;2024/02/28 14:37:05.299+01;842023w9;PM10;Allier;INFORMATION ET RECOMMANDATION;04/03/2023;03/03/2023;2020;5
65dff6bda44b3486ecfbe15d;3471573;84;2024/02/28 14:37:05.299+01;842023w9;PM10;Allier;INFORMATION ET RECOMMANDATION;05/03/2023;03/03/2023;2020;5
65dff6bda44b3486ecfbe15e;3471652;84;2024/02/28 14:37:05.299+01;842024w2;PM10;Allier;INFORMATION ET RECOMMANDATION;12/01/2024;11/01/2024;2020;5
65dff6bda44b3486ecfbe15f;3471657;84;2024/02/28 14:37:05.299+01;842024w2;PM10;Allier;INFORMATION ET RECOMMANDATION;12/01/2024;11/01/2024;2020;5
65dff6bda44b3486ecfbe160;3471674;84;2024/02/28 14:37:05.299+01;842024w2;PM10;Allier;INFORMATION ET RECOMMANDATION;13/01/2024;12/01/2024;2020;5
65dff6bda44b3486ecfbe161;3471679;84;2024/02/28 14:37:05.299+01;842024w2;PM10;Allier;INFORMATION ET RECOMMANDATION;13/01/2024;12/01/2024;2020;5
